S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
1,ONE TREE HILL COLLECTION,JALAN KELAWAR,Detached,10,CCR,Freehold,New Sale,1,15500000,-,5145,Land,-,3013,Feb-20
2,BAN GUAN PARK,HOLLAND ROAD,Detached,10,CCR,Freehold,Resale,1,15500000,-,9050,Land,-,1713,Feb-20
3,LANDED HOUSING DEVELOPMENT,CORONATION ROAD WEST,Detached,10,CCR,Freehold,Resale,1,9380000,-,6242,Land,-,1503,Feb-20
4,LANDED HOUSING DEVELOPMENT,JALAN AMPANG,Semi-detached,10,CCR,Freehold,Resale,1,6600000,-,4529,Land,-,1457,Feb-20
5,LANDED HOUSING DEVELOPMENT,JALAN JAMBU AYER,Detached,21,RCR,Freehold,Resale,1,8600000,-,6218,Land,-,1383,Feb-20
6,LANDED HOUSING DEVELOPMENT,MOUNT SINAI DRIVE,Terrace,10,CCR,999 yrs lease commencing from 1885,Resale,1,3500000,-,1870,Land,-,1872,Feb-20
7,LANDED HOUSING DEVELOPMENT,LAKESHORE VIEW,Detached,4,CCR,99 yrs lease commencing from 2005,Resale,1,10000000,-,7071,Land,-,1414,Jan-20
8,LANDED HOUSING DEVELOPMENT,LAKESHORE VIEW,Detached,4,CCR,99 yrs lease commencing from 2006,Resale,1,14000000,-,11694,Land,-,1197,Jan-20
9,LANDED HOUSING DEVELOPMENT,JALAN AMPANG,Semi-detached,10,CCR,Freehold,Resale,1,7700000,-,5076,Land,-,1517,Jan-20
10,LANDED HOUSING DEVELOPMENT,DALVEY ESTATE,Detached,10,CCR,Freehold,Resale,1,36000000,-,18219,Land,-,1976,Jan-20
11,HUA GUAN GARDENS,HUA GUAN CRESCENT,Semi-detached,21,RCR,999 yrs lease commencing from 1883,Resale,1,6000000,-,5111,Land,-,1174,Jan-20
12,LANDED HOUSING DEVELOPMENT,CORONATION DRIVE,Semi-detached,10,CCR,999 yrs lease commencing from 1875,Resale,1,5880000,-,3418,Land,-,1721,Jan-20
13,LANDED HOUSING DEVELOPMENT,SUNSET DRIVE,Detached,21,OCR,Freehold,Resale,1,10300000,-,9707,Land,-,1061,Jan-20
14,LANDED HOUSING DEVELOPMENT,PASIR PANJANG ROAD,Terrace,5,RCR,Freehold,Resale,1,2199000,-,1705,Land,-,1290,Jan-20
15,LANDED HOUSING DEVELOPMENT,HUA GUAN AVENUE,Detached,21,RCR,999 yrs lease commencing from 1879,Resale,1,9300000,-,4779,Land,-,1946,Jan-20
16,LANDED HOUSING DEVELOPMENT,EWART PARK,Detached,10,CCR,Freehold,Resale,1,19500000,-,22740,Land,-,858,Jan-20
17,GREENBANK PARK,GREENBANK PARK,Semi-detached,21,RCR,Freehold,Resale,1,4000000,-,4314,Land,-,927,Jan-20
18,HOLLAND GARDENS,MOONBEAM TERRACE,Detached,10,CCR,99 yrs lease commencing from 1979,Resale,1,5800000,-,9774,Land,-,593,Jan-20
19,LANDED HOUSING DEVELOPMENT,GREENLEAF AVENUE,Semi-detached,10,CCR,Freehold,Resale,1,5500000,-,3490,Land,-,1576,Jan-20
20,LANDED HOUSING DEVELOPMENT,TOH TUCK TERRACE,Terrace,21,RCR,Freehold,Resale,1,2730000,-,1964,Land,-,1390,Jan-20
21,LANDED HOUSING DEVELOPMENT,YUK TONG AVENUE,Terrace,21,RCR,Freehold,Resale,1,2280000,-,1701,Land,-,1341,Jan-20
22,SANDY ISLAND,SANDY ISLAND,Detached,4,CCR,99 yrs lease commencing from 2007,Resale,1,16800000,-,8220,Land,-,2044,Jan-20
23,SHAMROCK PARK,NAMLY CRESCENT,Detached,10,CCR,Freehold,Resale,1,7600000,-,5313,Land,-,1430,Jan-20
24,LANDED HOUSING DEVELOPMENT,EAST SUSSEX LANE,Detached,10,CCR,Freehold,Resale,1,36882500,-,36883,Land,-,1000,Dec-19
25,MOUNT SINAI,MOUNT SINAI RISE,Semi-detached,10,CCR,999 yrs lease commencing from 1885,Resale,1,6750000,-,3566,Land,-,1893,Dec-19
26,MANDARIN PARK,LORONG PISANG EMAS,Semi-detached,21,RCR,Freehold,Resale,1,4900000,-,3315,Land,-,1478,Dec-19
27,LANDED HOUSING DEVELOPMENT,CLUNY HILL,Detached,10,CCR,Freehold,Resale,1,30800000,-,15208,Land,-,2025,Dec-19
28,LANDED HOUSING DEVELOPMENT,HOLLAND GROVE DRIVE,Semi-detached,10,CCR,Freehold,Resale,1,6500000,-,3648,Land,-,1782,Dec-19
29,HENRY PARK,GROVE DRIVE,Terrace,10,CCR,Freehold,Resale,1,7650000,-,4945,Land,-,1547,Dec-19
30,BANYAN PARK,CHWEE CHIAN ROAD,Terrace,5,RCR,Freehold,Resale,1,3350000,-,2226,Land,-,1505,Dec-19
31,LANDED HOUSING DEVELOPMENT,JALAN ARNAP,Semi-detached,10,CCR,Freehold,Resale,1,7000000,-,3145,Land,-,2226,Dec-19
32,LANDED HOUSING DEVELOPMENT,ONE TREE HILL,Detached,10,CCR,Freehold,Resale,1,13000000,-,5334,Land,-,2437,Dec-19
33,LANDED HOUSING DEVELOPMENT,JALAN AMPANG,Semi-detached,10,CCR,Freehold,Resale,1,7400000,-,5911,Land,-,1252,Dec-19
34,LANDED HOUSING DEVELOPMENT,TAMAN MAS MERAH,Terrace,5,OCR,Freehold,Resale,1,2300000,-,1640,Land,-,1402,Dec-19
35,FABER HILLS,FABER WALK,Semi-detached,5,OCR,Freehold,Resale,1,6368000,-,7075,Land,-,900,Dec-19
36,LANDED HOUSING DEVELOPMENT,COVE DRIVE,Detached,4,CCR,99 yrs lease commencing from 2007,Resale,1,19888800,-,11914,Land,-,1669,Dec-19
37,CHELSEA VILLAGE,JAMBOL PLACE,Terrace,5,RCR,Freehold,Resale,1,2780000,-,1779,Land,-,1562,Nov-19
38,WEST COAST GARDENS,WEST COAST PARK,Semi-detached,5,OCR,956 yrs lease commencing from 1928,Resale,1,4800000,-,4802,Land,-,1000,Nov-19
39,KINGSVILLE,KING'S ROAD,Semi-detached,10,CCR,102 yrs lease commencing from 1996,Resale,1,3300000,-,2422,Land,-,1363,Nov-19
40,N.A.,HOLLAND ROAD,Detached,10,RCR,947 yrs lease commencing from 1937,New Sale,1,12000000,-,6004,Land,-,1999,Nov-19
41,PRINCESS OF WALES PARK,DUCHESS ROAD,Detached,10,CCR,999 yrs lease commencing from 1875,Resale,1,8500000,-,4241,Land,-,2004,Nov-19
42,LANDED HOUSING DEVELOPMENT,BINJAI PARK,Detached,21,RCR,Freehold,Resale,1,10500000,-,9018,Land,-,1164,Nov-19
43,HOCK SENG PARK,JALAN JAMBU MAWAR,Semi-detached,21,RCR,Freehold,Resale,1,5500000,-,3005,Land,-,1830,Nov-19
44,LANDED HOUSING DEVELOPMENT,MARYLAND DRIVE,Detached,10,CCR,999 yrs lease commencing from 1877,Resale,1,30000000,-,21912,Land,-,1369,Nov-19
45,LANDED HOUSING DEVELOPMENT,CORONATION DRIVE,Detached,10,CCR,999 yrs lease commencing from 1875,New Sale,1,13580000,-,5574,Land,-,2436,Nov-19
46,LANDED HOUSING DEVELOPMENT,JALAN HAROM SETANGKAI,Semi-detached,10,CCR,Freehold,Resale,1,6400000,-,3148,Land,-,2033,Oct-19
47,LANDED HOUSING DEVELOPMENT,GREENLEAF VIEW,Semi-detached,10,CCR,Freehold,Resale,1,5660000,-,3589,Land,-,1577,Oct-19
48,LANDED HOUSING DEVELOPMENT,BUKIT TERESA CLOSE,Semi-detached,4,RCR,Freehold,Resale,1,1713900,-,4435,Land,-,386,Oct-19
49,HOOVER PARK,YUK TONG AVENUE,Terrace,21,RCR,Freehold,Resale,1,3750000,-,1701,Land,-,2205,Oct-19
50,LANDED HOUSING DEVELOPMENT,TANGLIN HILL,Detached,10,CCR,Freehold,Resale,1,31500000,-,16446,Land,-,1915,Oct-19
51,HOLLAND GROVE,HOLLAND GROVE VIEW,Semi-detached,10,CCR,99 yrs lease commencing from 1994,Resale,1,2650000,-,3091,Land,-,857,Oct-19
52,WEST COAST GARDENS,WEST COAST GREEN,Terrace,5,OCR,956 yrs lease commencing from 1928,Resale,1,2400000,-,1983,Land,-,1210,Oct-19
53,LANDED HOUSING DEVELOPMENT,JALAN JAMBU MAWAR,Semi-detached,21,RCR,999 yrs lease commencing from 1875,Resale,1,4770000,-,2998,Land,-,1591,Oct-19
54,KILBURN ESTATE,WILMONAR AVENUE,Detached,21,RCR,999 yrs lease commencing from 1885,Resale,1,8480000,-,5591,Land,-,1517,Oct-19
55,LANDED HOUSING DEVELOPMENT,GROVE DRIVE,Terrace,10,CCR,Freehold,Resale,1,3900000,-,2203,Land,-,1770,Oct-19
56,LANDED HOUSING DEVELOPMENT,BELMONT ROAD,Detached,10,CCR,Freehold,Resale,1,34500000,-,27000,Land,-,1278,Oct-19
57,HOLLAND GROVE,HOLLAND GROVE VIEW,Semi-detached,10,CCR,99 yrs lease commencing from 1994,Resale,1,2628000,-,2224,Land,-,1182,Oct-19
58,LANDED HOUSING DEVELOPMENT,JUBILEE ROAD,Terrace,5,OCR,Freehold,Resale,1,3480000,-,2598,Land,-,1339,Oct-19
59,LANDED HOUSING DEVELOPMENT,BELMONT ROAD,Detached,10,CCR,Freehold,Resale,1,18600000,-,16327,Land,-,1139,Oct-19
60,LANDED HOUSING DEVELOPMENT,FABER WALK,Semi-detached,5,OCR,Freehold,Resale,1,4350000,-,3533,Land,-,1231,Sep-19
61,LANDED HOUSING DEVELOPMENT,TOH TUCK DRIVE,Terrace,21,RCR,999 yrs lease commencing from 1885,Resale,1,3750000,-,2372,Land,-,1581,Sep-19
62,KINGSVILLE,KING'S DRIVE,Semi-detached,10,CCR,102 yrs lease commencing from 1996,Resale,1,3300000,-,2328,Land,-,1417,Sep-19
63,HONG KONG PARK,SIAN TUAN AVENUE,Semi-detached,21,RCR,999 yrs lease commencing from 1879,Resale,1,7380000,-,4044,Land,-,1825,Sep-19
64,LANDED HOUSING DEVELOPMENT,JALAN MERAH SAGA,Semi-detached,10,CCR,Freehold,Resale,1,5200000,-,3548,Land,-,1466,Sep-19
65,LANDED HOUSING DEVELOPMENT,TOH TUCK PLACE,Semi-detached,21,RCR,Freehold,Resale,1,3880000,-,3173,Land,-,1223,Sep-19
66,LANDED HOUSING DEVELOPMENT,SOUTH BUONA VISTA ROAD,Semi-detached,5,RCR,Freehold,Resale,1,4200000,-,2240,Land,-,1875,Sep-19
67,CORONATION VILLAGE,CORONATION ROAD,Terrace,10,CCR,999 yrs lease commencing from 1875,Resale,1,5060000,-,1868,Land,-,2709,Sep-19
68,HOLLAND GROVE,HOLLAND GROVE VIEW,Semi-detached,10,CCR,99 yrs lease commencing from 1994,Resale,1,2525000,-,2469,Land,-,1023,Sep-19
69,BAN GUAN PARK,GREENLEAF VIEW,Semi-detached,10,CCR,Freehold,Resale,1,8310000,-,4258,Land,-,1952,Sep-19
70,CLEMENTI GREEN,CLEMENTI CRESCENT,Terrace,21,RCR,Freehold,Resale,1,3000000,-,2395,Land,-,1253,Sep-19
71,LANDED HOUSING DEVELOPMENT,JALAN KEBAYA,Semi-detached,10,CCR,Freehold,Resale,1,7900000,-,4521,Land,-,1747,Sep-19
72,LANDED HOUSING DEVELOPMENT,ASTRID HILL,Detached,10,CCR,Freehold,Resale,1,47000000,-,26983,Land,-,1742,Sep-19
73,LANDED HOUSING DEVELOPMENT,YUK TONG AVENUE,Terrace,21,RCR,Freehold,Resale,1,2350000,-,1694,Land,-,1387,Sep-19
74,LANDED HOUSING DEVELOPMENT,ENG KONG ROAD,Terrace,21,RCR,Freehold,Resale,1,3820000,-,2732,Land,-,1398,Sep-19
75,MING TECK PARK,MING TECK PARK,Semi-detached,10,CCR,999 yrs lease commencing from 1876,Resale,1,5500000,-,3300,Land,-,1667,Sep-19
76,REGENT VILLAS,JALAN LIM TAI SEE,Semi-detached,10,CCR,99 yrs lease commencing from 1991,Resale,1,2398000,-,2153,Land,-,1114,Aug-19
77,LANDED HOUSING DEVELOPMENT,JALAN KAMPONG CHANTEK,Detached,21,RCR,Freehold,Resale,1,13000000,-,9502,Land,-,1368,Aug-19
78,LANDED HOUSING DEVELOPMENT,JALAN KAMPONG CHANTEK,Detached,21,RCR,Freehold,Resale,1,10800000,-,9852,Land,-,1096,Aug-19
79,CHENG SOON GARDEN,KISMIS AVENUE,Terrace,21,RCR,Freehold,Resale,1,3000000,-,2068,Land,-,1451,Aug-19
80,HENRY PARK,GROVE AVENUE,Terrace,10,CCR,Freehold,Resale,1,3600000,-,1991,Land,-,1808,Aug-19
81,LANDED HOUSING DEVELOPMENT,JALAN MAS KUNING,Terrace,5,OCR,Freehold,Resale,1,3180000,-,1640,Land,-,1939,Aug-19
82,LANDED HOUSING DEVELOPMENT,STONE AVENUE,Semi-detached,21,RCR,999 yrs lease commencing from 1879,Resale,1,4018000,-,2625,Land,-,1530,Aug-19
83,LANDED HOUSING DEVELOPMENT,FABER HEIGHTS,Semi-detached,5,OCR,Freehold,Resale,1,5150000,-,4053,Land,-,1271,Aug-19
84,MING TECK PARK,SIXTH AVENUE,Semi-detached,10,CCR,999 yrs lease commencing from 1876,Resale,1,3900000,-,3324,Land,-,1173,Aug-19
85,LANDED HOUSING DEVELOPMENT,NAMLY AVENUE,Semi-detached,10,CCR,Freehold,Resale,1,5730000,-,3765,Land,-,1522,Aug-19
86,LANDED HOUSING DEVELOPMENT,TOH TUCK CRESCENT,Terrace,21,RCR,99 yrs lease commencing from 1992,Resale,1,1750000,-,1719,Land,-,1018,Jul-19
87,LANDED HOUSING DEVELOPMENT,ENG KONG PLACE,Terrace,21,RCR,Freehold,Resale,1,2580000,-,1781,Land,-,1448,Jul-19
88,LANDED HOUSING DEVELOPMENT,PASIR PANJANG ROAD,Semi-detached,5,RCR,Freehold,Resale,1,2718000,-,2530,Land,-,1075,Jul-19
89,KINGSVILLE,KING'S DRIVE,Semi-detached,10,CCR,102 yrs lease commencing from 1996,Resale,1,3280000,-,2650,Land,-,1238,Jul-19
90,CHENG SOON GARDEN,CHENG SOON GARDEN,Terrace,21,RCR,Freehold,Resale,1,3515000,-,2831,Land,-,1242,Jul-19
91,MING TECK PARK,MING TECK PARK,Semi-detached,10,CCR,999 yrs lease commencing from 1876,Resale,1,5600000,-,3516,Land,-,1593,Jul-19
92,LANDED HOUSING DEVELOPMENT,LEEDON PARK,Detached,10,CCR,Freehold,Resale,1,28000000,-,18974,Land,-,1476,Jul-19
93,LANDED HOUSING DEVELOPMENT,SUNSET DRIVE,Detached,21,OCR,Freehold,Resale,1,6825000,-,6167,Land,-,1107,Jul-19
94,LANDED HOUSING DEVELOPMENT,OLD HOLLAND ROAD,Detached,10,CCR,Freehold,Resale,1,18600000,-,17903,Land,-,1039,Jul-19
95,LANDED HOUSING DEVELOPMENT,ENG KONG GARDEN,Semi-detached,21,RCR,Freehold,Resale,1,4500000,-,3683,Land,-,1222,Jul-19
96,LANDED HOUSING DEVELOPMENT,PASIR PANJANG ROAD,Terrace,5,RCR,Freehold,Resale,1,3100000,-,1886,Land,-,1644,Jul-19
97,LANDED HOUSING DEVELOPMENT,LEEDON PARK,Detached,10,CCR,Freehold,Resale,1,31000000,-,15500,Land,-,2000,Jul-19
98,LANDED HOUSING DEVELOPMENT,SUNSET DRIVE,Detached,21,OCR,Freehold,Resale,1,7600000,-,6651,Land,-,1143,Jul-19
99,LANDED HOUSING DEVELOPMENT,TOH TUCK ROAD,Semi-detached,21,RCR,Freehold,Resale,1,4100000,-,3377,Land,-,1214,Jul-19
100,FABER HILLS,FABER GREEN,Terrace,5,OCR,Freehold,Resale,1,3025000,-,2102,Land,-,1439,Jul-19
101,LANDED HOUSING DEVELOPMENT,OCEAN DRIVE,Terrace,4,CCR,99 yrs lease commencing from 2004,Resale,1,5700000,-,3316,Land,-,1719,Jun-19
102,HONG KONG PARK,HUA GUAN AVENUE,Semi-detached,21,RCR,999 yrs lease commencing from 1879,Resale,1,7400000,-,4720,Land,-,1568,Jun-19
103,LANDED HOUSING DEVELOPMENT,WEST COAST ROAD,Terrace,5,OCR,Freehold,Resale,1,2800000,-,1787,Land,-,1567,Jun-19
104,GAO MING HUA YUAN,SHAMAH TERRACE,Semi-detached,21,RCR,Freehold,Resale,1,3850000,-,4074,Land,-,945,Jun-19
105,QUEEN ASTRID PARK,QUEEN ASTRID PARK,Detached,10,CCR,Freehold,Resale,1,23600000,-,15875,Land,-,1487,Jun-19
106,OCEAN 8,OCEAN DRIVE,Terrace,4,CCR,99 yrs lease commencing from 2005,Resale,1,4850000,-,2641,Land,-,1836,Jun-19
107,MING TECK PARK,MING TECK PARK,Terrace,10,CCR,999 yrs lease commencing from 1876,Resale,1,5000000,-,3503,Land,-,1428,Jun-19
108,LANDED HOUSING DEVELOPMENT,FABER AVENUE,Semi-detached,5,OCR,Freehold,Resale,1,4500000,-,4524,Land,-,995,Jun-19
109,LANDED HOUSING DEVELOPMENT,BELMONT ROAD,Detached,10,CCR,Freehold,Resale,1,39800000,-,15001,Land,-,2653,Jun-19
110,LANDED HOUSING DEVELOPMENT,FABER PARK,Detached,5,OCR,Freehold,Resale,1,6080000,-,6012,Land,-,1011,Jun-19
111,LANDED HOUSING DEVELOPMENT,FORD AVENUE,Detached,10,CCR,Freehold,Resale,1,17000000,-,19842,Land,-,857,Jun-19
112,REGENT VILLAS,JALAN LIM TAI SEE,Semi-detached,10,CCR,99 yrs lease commencing from 1991,Resale,1,2450000,-,2209,Land,-,1109,Jun-19
113,LANDED HOUSING DEVELOPMENT,JALAN JAMBU BATU,Semi-detached,21,RCR,Freehold,Resale,1,4725000,-,3051,Land,-,1549,Jun-19
114,MARYLAND ESTATE,MARYLAND DRIVE,Detached,10,CCR,999 yrs lease commencing from 1877,Resale,1,25000000,-,19170,Land,-,1304,Jun-19
115,LANDED HOUSING DEVELOPMENT,JALAN KAMPONG CHANTEK,Detached,21,RCR,Freehold,Resale,1,10500000,-,9091,Land,-,1155,May-19
116,CHELSEA VILLAGE,JAMBOL PLACE,Terrace,5,RCR,Freehold,Resale,1,3900000,-,4133,Land,-,944,May-19
117,LANDED HOUSING DEVELOPMENT,ENG KONG CRESCENT,Terrace,21,RCR,Freehold,Resale,1,2548000,-,1875,Land,-,1359,May-19
118,HENRY PARK,MOUNT SINAI ROAD,Detached,10,CCR,999 yrs lease commencing from 1885,Resale,1,6750000,-,6030,Land,-,1119,May-19
119,LANDED HOUSING DEVELOPMENT,THIRD AVENUE,Detached,10,CCR,Freehold,Resale,1,18800000,-,16271,Land,-,1155,May-19
120,LANDED HOUSING DEVELOPMENT,SOUTH BUONA VISTA ROAD,Detached,5,RCR,Freehold,Resale,1,3900000,-,5597,Land,-,697,May-19
121,LANDED HOUSING DEVELOPMENT,RIDOUT ROAD,Detached,10,CCR,Freehold,Resale,1,25680000,-,22017,Land,-,1166,May-19
122,LANDED HOUSING DEVELOPMENT,OCEAN DRIVE,Detached,4,CCR,99 yrs lease commencing from 2005,Resale,1,14500000,-,9885,Land,-,1467,May-19
123,MCMAHON PARK,JALAN JELITA,Semi-detached,10,CCR,999 yrs lease commencing from 1877,Resale,1,5001122,-,3998,Land,-,1251,May-19
124,LANDED HOUSING DEVELOPMENT,JALAN JAMBU BATU,Semi-detached,21,RCR,Freehold,Resale,1,4700000,-,3035,Land,-,1548,May-19
125,LANDED HOUSING DEVELOPMENT,GREENLEAF PLACE,Semi-detached,10,CCR,Freehold,Resale,1,5480000,-,3299,Land,-,1661,May-19
126,LANDED HOUSING DEVELOPMENT,JALAN KELAWAR,Semi-detached,10,CCR,Freehold,Resale,1,7500000,-,3136,Land,-,2392,May-19
127,LANDED HOUSING DEVELOPMENT,PASIR PANJANG ROAD,Terrace,5,RCR,Freehold,Resale,1,1900000,-,1530,Land,-,1242,May-19
128,LANDED HOUSING DEVELOPMENT,THAM SOONG AVENUE,Semi-detached,21,RCR,Freehold,Resale,1,4310000,-,3200,Land,-,1347,May-19
129,GREENRIDGE,GREENRIDGE CRESCENT,Terrace,21,RCR,Freehold,Resale,1,3080000,-,2051,Land,-,1502,May-19
130,GREENBANK PARK,GREENBANK PARK,Semi-detached,21,RCR,Freehold,Resale,1,4200000,-,4048,Land,-,1037,May-19
131,HENRY PARK,GROVE AVENUE,Terrace,10,CCR,Freehold,Resale,1,4780000,-,2597,Land,-,1840,May-19
132,LANDED HOUSING DEVELOPMENT,TOH YI ROAD,Terrace,21,RCR,Freehold,Resale,1,4400000,-,2948,Land,-,1492,May-19
133,GARLICK VILLE,SIXTH CRESCENT,Terrace,10,CCR,Freehold,Resale,1,4750000,-,2717,Land,-,1748,Apr-19
134,LANDED HOUSING DEVELOPMENT,CORONATION ROAD WEST,Semi-detached,10,CCR,999 yrs lease commencing from 1875,Resale,1,4500000,-,3499,Land,-,1286,Apr-19
135,LANDED HOUSING DEVELOPMENT,FERNHILL ROAD,Semi-detached,10,CCR,Freehold,Resale,1,5800000,-,2474,Land,-,2345,Apr-19
136,CHELSEA VILLAGE,JAMBOL PLACE,Terrace,5,RCR,Freehold,Resale,1,2820000,-,1887,Land,-,1494,Apr-19
137,LANDED HOUSING DEVELOPMENT,JALAN AMPANG,Semi-detached,10,CCR,Freehold,Resale,1,6500000,-,4855,Land,-,1339,Apr-19
138,MCMAHON PARK,JALAN ISTIMEWA,Semi-detached,10,CCR,999 yrs lease commencing from 1877,Resale,1,7600000,-,3972,Land,-,1913,Apr-19
139,MING TECK PARK,SIXTH AVENUE,Terrace,10,CCR,999 yrs lease commencing from 1876,Resale,1,3570000,-,1859,Land,-,1920,Apr-19
140,ENG KONG PARK,ENG KONG GARDEN,Semi-detached,21,RCR,Freehold,Resale,1,5150000,-,3314,Land,-,1554,Apr-19
141,LANDED HOUSING DEVELOPMENT,TOH TUCK DRIVE,Terrace,21,RCR,999 yrs lease commencing from 1885,Resale,1,3850000,-,2364,Land,-,1629,Apr-19
142,LANDED HOUSING DEVELOPMENT,COVE DRIVE,Detached,4,CCR,99 yrs lease commencing from 2006,Resale,1,32000000,-,18053,Land,-,1773,Apr-19
143,LANDED HOUSING DEVELOPMENT,ENG KONG LANE,Terrace,21,RCR,Freehold,Resale,1,4670000,-,4267,Land,-,1094,Apr-19
144,LANDED HOUSING DEVELOPMENT,CHUN TIN ROAD,Semi-detached,21,RCR,Freehold,Resale,1,5100000,-,3467,Land,-,1471,Apr-19
145,LANDED HOUSING DEVELOPMENT,KING'S CLOSE,Detached,10,CCR,999 yrs lease commencing from 1875,Resale,1,12000000,-,8901,Land,-,1348,Apr-19
146,LANDED HOUSING DEVELOPMENT,JALAN KAMPONG CHANTEK,Detached,21,RCR,Freehold,Resale,1,10300000,-,8899,Land,-,1157,Apr-19
147,LANDED HOUSING DEVELOPMENT,SUNSET WAY,Detached,21,OCR,Freehold,Resale,1,7880000,-,8407,Land,-,937,Apr-19
148,CORONATION VILLE,CORONATION ROAD,Semi-detached,10,CCR,999 yrs lease commencing from 1875,Resale,1,5000000,-,3327,Land,-,1503,Apr-19
149,LANDED HOUSING DEVELOPMENT,NAMLY AVENUE,Semi-detached,10,CCR,Freehold,Resale,1,4980000,-,3220,Land,-,1547,Apr-19
150,LANDED HOUSING DEVELOPMENT,ENG KONG ROAD,Semi-detached,21,RCR,Freehold,Resale,1,4100000,-,2714,Land,-,1511,Apr-19
151,LANDED HOUSING DEVELOPMENT,LORONG SARI,Terrace,5,RCR,Freehold,Resale,1,2810000,-,1643,Land,-,1711,Mar-19
152,HOLLAND GROVE,HOLLAND GROVE VIEW,Semi-detached,10,CCR,99 yrs lease commencing from 1994,Resale,1,3000000,-,2949,Land,-,1017,Mar-19
153,PASIR PANJANG GARDENS,JALAN MAS KUNING,Terrace,5,OCR,Freehold,Resale,1,3200000,-,2629,Land,-,1217,Mar-19
154,LANDED HOUSING DEVELOPMENT,JALAN ARNAP,Semi-detached,10,CCR,Freehold,Resale,1,6828000,-,3152,Land,-,2166,Mar-19
155,LANDED HOUSING DEVELOPMENT,JUBILEE ROAD,Semi-detached,5,OCR,Freehold,Resale,1,3632888,-,2153,Land,-,1688,Mar-19
156,KINGSVILLE,KING'S DRIVE,Semi-detached,10,CCR,102 yrs lease commencing from 1996,Resale,1,3280000,-,2365,Land,-,1387,Mar-19
157,WEST COAST GARDENS,WEST COAST LANE,Terrace,5,OCR,956 yrs lease commencing from 1928,Resale,1,2800000,-,1974,Land,-,1418,Mar-19
158,THE CLEMENTVALE,MAS KUNING TERRACE,Terrace,5,OCR,99 yrs lease commencing from 1997,Resale,1,1950000,-,2619,Land,-,745,Mar-19
159,KINGSVILLE,KING'S DRIVE,Semi-detached,10,CCR,102 yrs lease commencing from 1996,Resale,1,3300000,-,2385,Land,-,1383,Mar-19
160,HIGHGATE,HIGHGATE CRESCENT,Terrace,21,RCR,Freehold,Resale,1,3690000,-,3184,Land,-,1159,Mar-19
161,LANDED HOUSING DEVELOPMENT,FERNHILL CLOSE,Detached,10,CCR,Freehold,Resale,1,7000000,-,4311,Land,-,1624,Mar-19
162,REGENT VILLAS,JALAN LIM TAI SEE,Semi-detached,10,CCR,99 yrs lease commencing from 1991,Resale,1,2900000,-,2431,Land,-,1193,Mar-19
163,SUMMERLEA GREEN,KISMIS GREEN,Terrace,21,RCR,99 yrs lease commencing from 1995,Resale,1,2100000,-,1679,Land,-,1251,Mar-19
164,LANDED HOUSING DEVELOPMENT,SUNSET TERRACE,Terrace,21,OCR,Freehold,Resale,1,5250000,-,3197,Land,-,1642,Mar-19
165,LANDED HOUSING DEVELOPMENT,JALAN TUPAI,Semi-detached,10,CCR,Freehold,Resale,1,6158888,-,2168,Land,-,2841,Mar-19
166,GREENRIDGE,GREENRIDGE CRESCENT,Terrace,21,RCR,Freehold,Resale,1,2730000,-,1831,Land,-,1491,Mar-19
167,LANDED HOUSING DEVELOPMENT,ROBIN CLOSE,Semi-detached,10,CCR,Freehold,Resale,1,6050000,-,3148,Land,-,1922,Mar-19
168,VISTA GARDEN,TOH TUCK CRESCENT,Terrace,21,RCR,Freehold,Resale,1,2350000,-,1678,Land,-,1400,Mar-19
169,LANDED HOUSING DEVELOPMENT,ENG KONG PLACE,Terrace,21,RCR,Freehold,Resale,1,3500000,-,2823,Land,-,1240,Mar-19
170,LANDED HOUSING DEVELOPMENT,MERINO CRESCENT,Detached,3,RCR,Freehold,Resale,1,5550000,-,4674,Land,-,1187,Feb-19
171,KIM LIN PARK,LENGKOK MERAK,Semi-detached,10,CCR,Freehold,Resale,1,8700000,-,4631,Land,-,1879,Feb-19
172,CHELSEA VILLAGE,JAMBOL PLACE,Terrace,5,RCR,Freehold,Resale,1,3750000,-,2650,Land,-,1415,Feb-19
173,LANDED HOUSING DEVELOPMENT,NAMLY AVENUE,Semi-detached,10,CCR,Freehold,Resale,1,4500000,-,2551,Land,-,1764,Feb-19
174,LANDED HOUSING DEVELOPMENT,EWART PARK,Detached,10,CCR,Freehold,Resale,1,30000000,-,27464,Land,-,1092,Feb-19
175,GREENBANK PARK,GREENBANK PARK,Semi-detached,21,RCR,Freehold,Resale,1,4580000,-,4048,Land,-,1131,Feb-19
176,LANDED HOUSING DEVELOPMENT,YARWOOD AVENUE,Detached,21,RCR,999 yrs lease commencing from 1885,Resale,1,22150000,-,19036,Land,-,1164,Feb-19
177,WEST COAST GARDENS,WEST COAST PLACE,Terrace,5,OCR,956 yrs lease commencing from 1928,Resale,1,3047000,-,1978,Land,-,1540,Feb-19
178,LUCKY PARK,LASIA AVENUE,Semi-detached,10,CCR,Freehold,Resale,1,6000000,-,4165,Land,-,1441,Feb-19
179,CHENG SOON GARDEN,CHENG SOON GARDEN,Semi-detached,21,RCR,Freehold,Resale,1,6000000,-,8725,Land,-,688,Feb-19
